media_score,varianza_params,prob_mut,prob_cross
0.733078252351097,0.12672446927815237,0.4,0.6000000000000001
0.7354173197492162,0.12036627320532521,0.30000000000000004,0.7000000000000001
0.7377201410658307,0.11077439518108284,0.4,0.6000000000000001
0.7337049373040752,0.1211395539274923,0.30000000000000004,0.7000000000000001
0.7389208855799372,0.10932872347472176,0.4,0.6000000000000001
0.7348311520376175,0.11064695160327655,0.5,0.5000000000000001
0.7346181818181817,0.11880970161549519,0.6,0.40000000000000013
0.7310293887147334,0.13281888164653505,0.5,0.5000000000000001
0.7332682210031346,0.12245742678033453,0.4,0.6000000000000001
0.7351821708463949,0.10073786011652273,0.5,0.5000000000000001
0.7351058777429468,0.11977552149414489,0.6,0.40000000000000013
0.7298792319749217,0.13341746810066513,0.5,0.5000000000000001
0.7353070141065831,0.12944059490409066,0.4,0.6000000000000001
0.735632327586207,0.13114681923538443,0.30000000000000004,0.7000000000000001
0.7371201410658307,0.11866250642752701,0.4,0.6000000000000001
0.7381206504702195,0.12294110347840287,0.30000000000000004,0.7000000000000001
